Kernel_Name,Arrive_Period,Unroll_Factor,Vector_Factor,fastest_execution_duration,slowest_execution_duration,Average_Execution_duration,fastest_waiting_duration,slowest_waiting_duration,Average_Waiting_duration,Total_Execution_duration,Total_Waiting_duration,Execution_duration Ratio,Waiting_duration Ratio,Overall_Case_Latency,CGRA Utilization,Total_Execution_duration Ratio,Total_Waiting_duration Ratio,Total_Latency Ratio
fft.c,3840000,1,1,960000,960000,960000.0,0,0,0.0,9600000,0,1.0,0.0,36438016,0.12249575339728218,0.2634611061151079,0.0,0.2634611061151079
dtw.cpp,3932160,1,1,1048576,1048576,1048576.0,0,0,0.0,10485760,0,1.0,0.0,36438016,0.12249575339728218,0.28776978417266186,0.0,0.28776978417266186
