Kernel_Name,Arrive_Period,Unroll_Factor,Vector_Factor,fastest_execution_duration,slowest_execution_duration,Average_Execution_duration,fastest_waiting_duration,slowest_waiting_duration,Average_Waiting_duration,Total_Execution_duration,Total_Waiting_duration,Execution_duration Ratio,Waiting_duration Ratio,Overall_Case_Latency,CGRA Utilization,Total_Execution_duration Ratio,Total_Waiting_duration Ratio,Total_Latency Ratio
fir.cpp,12288,1,16,512,2048,656.564705882353,0,56320,1987.764705882353,167424,506880,0.24829157175398633,0.7517084282460137,37903360,0.8972026381623834,0.004417128191273808,0.01337295690936107,0.017790085100634876
latnrm.c,7680,1,1,2560,2560,2560.0,0,56320,2555.076923076923,532480,531456,0.5004812319538018,0.49951876804619827,37903360,0.8972026381623834,0.014048358773470215,0.014021342698905849,0.028069701472376064
fft.c,1351680,1,16,56320,56320,56320.0,0,0,0.0,1633280,0,1.0,0.0,37903360,0.8972026381623834,0.04309063893016345,0.0,0.04309063893016345
