Kernel_Name,Arrive_Period,Unroll_Factor,Vector_Factor,fastest_execution_duration,slowest_execution_duration,Average_Execution_duration,fastest_waiting_duration,slowest_waiting_duration,Average_Waiting_duration,Total_Execution_duration,Total_Waiting_duration,Execution_duration Ratio,Waiting_duration Ratio,Overall_Case_Latency,Overall_Execution,Sum_Average_Waiting_duration,CGRA_Utilization,Total_Execution_duration Ratio,Total_Waiting_duration Ratio,Total_Latency Ratio
fir.cpp,327680,1,16,512,2048,1219.047619047619,0,522240,165619.80952380953,25600,3478016,0.007306736811340055,0.9926932631886599,7512064,439313346,1604203.78989899,0.8567016468443294,0.0034078516902944383,0.4629907306434024,0.46639858233369685
latnrm.c,327680,4,1,1280,1280,1280.0,0,523264,166631.61904761905,26880,3499264,0.007623057935240308,0.9923769420647597,7512064,439313346,1604203.78989899,0.8567016468443294,0.00357824427480916,0.4658192475463468,0.4693974918211559
fft.c,327680,1,16,28160,225280,107862.5,0,568320,238164.0,13806400,30484992,0.3117174551660061,0.688282544833994,7512064,439313346,1604203.78989899,0.8567016468443294,1.8378970147219194,4.058137949836423,5.896034964558343
dtw.cpp,819200,1,16,3072,24576,11520.0,0,586752,237504.0,645120,13300224,0.04626060138781804,0.9537393986121819,7512064,439313346,1604203.78989899,0.8567016468443294,0.08587786259541985,1.7705152671755726,1.8563931297709924
spmv.c,819200,4,1,212992,212992,212992.0,0,407552,133404.44444444444,1916928,1200640,0.6148792905238956,0.38512070947610444,7512064,439313346,1604203.78989899,0.8567016468443294,0.25517993456924754,0.15982824427480916,0.4150081788440567
conv.c,6553600,4,1,819200,819200,819200.0,0,139264,69632.0,1638400,139264,0.9216589861751152,0.07834101382488479,7512064,439313346,1604203.78989899,0.8567016468443294,0.21810250817884405,0.018538713195201745,0.2366412213740458
mvt.c,204800,4,1,20480,36864,21732.27878787879,0,549888,242624.38787878788,3585826,40033024,0.0822081737597392,0.9177918262402608,7512064,439313346,1604203.78989899,0.8567016468443294,0.4773423123125682,5.32916439476554,5.806506707078108
gemm.c,5242880,1,16,262144,2097152,861330.2857142857,0,268288,147876.57142857142,12058624,2070272,0.8534724864561251,0.14652751354387492,7512064,439313346,1604203.78989899,0.8567016468443294,1.6052344601962922,0.2755929661941112,1.8808274263904035
relu+histogram.c,204800,4,1,262144,458752,263944.096969697,0,508928,202746.95757575758,43550776,33453248,0.5655649372297739,0.43443506277022614,7512064,439313346,1604203.78989899,0.8567016468443294,5.7974447502044715,4.4532698336968375,10.250714583901308
fft.c,327680,1,16,28160,225280,107862.5,0,568320,238164.0,13806400,30484992,0.3117174551660061,0.688282544833994,7512064,439313346,1604203.78989899,0.8567016468443294,1.8378970147219194,4.058137949836423,5.896034964558343
dtw.cpp,819200,1,16,3072,24576,11520.0,0,586752,237504.0,645120,13300224,0.04626060138781804,0.9537393986121819,7512064,439313346,1604203.78989899,0.8567016468443294,0.08587786259541985,1.7705152671755726,1.8563931297709924
fft.c,327680,1,16,28160,225280,107862.5,0,568320,238164.0,13806400,30484992,0.3117174551660061,0.688282544833994,7512064,439313346,1604203.78989899,0.8567016468443294,1.8378970147219194,4.058137949836423,5.896034964558343
dtw.cpp,819200,1,16,3072,24576,11520.0,0,586752,237504.0,645120,13300224,0.04626060138781804,0.9537393986121819,7512064,439313346,1604203.78989899,0.8567016468443294,0.08587786259541985,1.7705152671755726,1.8563931297709924
fft.c,327680,1,16,28160,225280,107862.5,0,568320,238164.0,13806400,30484992,0.3117174551660061,0.688282544833994,7512064,439313346,1604203.78989899,0.8567016468443294,1.8378970147219194,4.058137949836423,5.896034964558343
dtw.cpp,819200,1,16,3072,24576,11520.0,0,586752,237504.0,645120,13300224,0.04626060138781804,0.9537393986121819,7512064,439313346,1604203.78989899,0.8567016468443294,0.08587786259541985,1.7705152671755726,1.8563931297709924
fft.c,327680,1,16,28160,225280,107862.5,0,568320,238164.0,13806400,30484992,0.3117174551660061,0.688282544833994,7512064,439313346,1604203.78989899,0.8567016468443294,1.8378970147219194,4.058137949836423,5.896034964558343
dtw.cpp,819200,1,16,3072,24576,11520.0,0,586752,237504.0,645120,13300224,0.04626060138781804,0.9537393986121819,7512064,439313346,1604203.78989899,0.8567016468443294,0.08587786259541985,1.7705152671755726,1.8563931297709924
fft.c,327680,1,16,28160,225280,107862.5,0,568320,238164.0,13806400,30484992,0.3117174551660061,0.688282544833994,7512064,439313346,1604203.78989899,0.8567016468443294,1.8378970147219194,4.058137949836423,5.896034964558343
dtw.cpp,819200,1,16,3072,24576,11520.0,0,586752,237504.0,645120,13300224,0.04626060138781804,0.9537393986121819,7512064,439313346,1604203.78989899,0.8567016468443294,0.08587786259541985,1.7705152671755726,1.8563931297709924
gemm.c,5242880,1,16,262144,2097152,861330.2857142857,0,268288,147876.57142857142,12058624,2070272,0.8534724864561251,0.14652751354387492,7512064,439313346,1604203.78989899,0.8567016468443294,1.6052344601962922,0.2755929661941112,1.8808274263904035
gemm.c,5242880,1,16,262144,2097152,861330.2857142857,0,268288,147876.57142857142,12058624,2070272,0.8534724864561251,0.14652751354387492,7512064,439313346,1604203.78989899,0.8567016468443294,1.6052344601962922,0.2755929661941112,1.8808274263904035
gemm.c,5242880,1,16,262144,2097152,861330.2857142857,0,268288,147876.57142857142,12058624,2070272,0.8534724864561251,0.14652751354387492,7512064,439313346,1604203.78989899,0.8567016468443294,1.6052344601962922,0.2755929661941112,1.8808274263904035
gemm.c,5242880,1,16,262144,2097152,861330.2857142857,0,268288,147876.57142857142,12058624,2070272,0.8534724864561251,0.14652751354387492,7512064,439313346,1604203.78989899,0.8567016468443294,1.6052344601962922,0.2755929661941112,1.8808274263904035
gemm.c,5242880,1,16,262144,2097152,861330.2857142857,0,268288,147876.57142857142,12058624,2070272,0.8534724864561251,0.14652751354387492,7512064,439313346,1604203.78989899,0.8567016468443294,1.6052344601962922,0.2755929661941112,1.8808274263904035
gemm.c,5242880,1,16,262144,2097152,861330.2857142857,0,268288,147876.57142857142,12058624,2070272,0.8534724864561251,0.14652751354387492,7512064,439313346,1604203.78989899,0.8567016468443294,1.6052344601962922,0.2755929661941112,1.8808274263904035
fft.c,327680,1,16,28160,225280,107862.5,0,568320,238164.0,13806400,30484992,0.3117174551660061,0.688282544833994,7512064,439313346,1604203.78989899,0.8567016468443294,1.8378970147219194,4.058137949836423,5.896034964558343
dtw.cpp,819200,1,16,3072,24576,11520.0,0,586752,237504.0,645120,13300224,0.04626060138781804,0.9537393986121819,7512064,439313346,1604203.78989899,0.8567016468443294,0.08587786259541985,1.7705152671755726,1.8563931297709924
fft.c,327680,1,16,28160,225280,107862.5,0,568320,238164.0,13806400,30484992,0.3117174551660061,0.688282544833994,7512064,439313346,1604203.78989899,0.8567016468443294,1.8378970147219194,4.058137949836423,5.896034964558343
dtw.cpp,819200,1,16,3072,24576,11520.0,0,586752,237504.0,645120,13300224,0.04626060138781804,0.9537393986121819,7512064,439313346,1604203.78989899,0.8567016468443294,0.08587786259541985,1.7705152671755726,1.8563931297709924
relu+histogram.c,204800,4,1,262144,458752,263944.096969697,0,508928,202746.95757575758,43550776,33453248,0.5655649372297739,0.43443506277022614,7512064,439313346,1604203.78989899,0.8567016468443294,5.7974447502044715,4.4532698336968375,10.250714583901308
relu+histogram.c,204800,4,1,262144,458752,263944.096969697,0,508928,202746.95757575758,43550776,33453248,0.5655649372297739,0.43443506277022614,7512064,439313346,1604203.78989899,0.8567016468443294,5.7974447502044715,4.4532698336968375,10.250714583901308
relu+histogram.c,204800,4,1,262144,458752,263944.096969697,0,508928,202746.95757575758,43550776,33453248,0.5655649372297739,0.43443506277022614,7512064,439313346,1604203.78989899,0.8567016468443294,5.7974447502044715,4.4532698336968375,10.250714583901308
relu+histogram.c,204800,4,1,262144,458752,263944.096969697,0,508928,202746.95757575758,43550776,33453248,0.5655649372297739,0.43443506277022614,7512064,439313346,1604203.78989899,0.8567016468443294,5.7974447502044715,4.4532698336968375,10.250714583901308
mvt.c,204800,4,1,20480,36864,21732.27878787879,0,549888,242624.38787878788,3585826,40033024,0.0822081737597392,0.9177918262402608,7512064,439313346,1604203.78989899,0.8567016468443294,0.4773423123125682,5.32916439476554,5.806506707078108
mvt.c,204800,4,1,20480,36864,21732.27878787879,0,549888,242624.38787878788,3585826,40033024,0.0822081737597392,0.9177918262402608,7512064,439313346,1604203.78989899,0.8567016468443294,0.4773423123125682,5.32916439476554,5.806506707078108
mvt.c,204800,4,1,20480,36864,21732.27878787879,0,549888,242624.38787878788,3585826,40033024,0.0822081737597392,0.9177918262402608,7512064,439313346,1604203.78989899,0.8567016468443294,0.4773423123125682,5.32916439476554,5.806506707078108
mvt.c,204800,4,1,20480,36864,21732.27878787879,0,549888,242624.38787878788,3585826,40033024,0.0822081737597392,0.9177918262402608,7512064,439313346,1604203.78989899,0.8567016468443294,0.4773423123125682,5.32916439476554,5.806506707078108
