Kernel_Name,Arrive_Period,Unroll_Factor,Vector_Factor,fastest_execution_duration,slowest_execution_duration,Average_Execution_duration,fastest_waiting_duration,slowest_waiting_duration,Average_Waiting_duration,Total_Execution_duration,Total_Waiting_duration,Execution_duration Ratio,Waiting_duration Ratio,Overall_Case_Latency,Overall_Execution,Sum_Average_Waiting_duration,CGRA_Utilization,Total_Execution_duration Ratio,Total_Waiting_duration Ratio,Total_Latency Ratio
fir.cpp,163840,1,16,2048,2048,2048.0,6666240,169620224,88161152.0,327680,14105784320,2.3229646836775434e-05,0.9999767703531632,195674112,195674112,762441720.6153846,0.19534532052248094,0.001674621116972285,72.08814786904463,72.0898224901616
latnrm.c,163840,4,1,1280,1280,1280.0,6668288,169622272,88163200.0,204800,14106112000,1.4518318488352679e-05,0.9999854816815117,195674112,195674112,762441720.6153846,0.19534532052248094,0.0010466381981076782,72.0898224901616,72.09086912835971
fft.c,163840,1,1,337920,337920,337920.0,5505024,168745728,87284864.0,54067200,13965578240,0.0038565311962696826,0.9961434688037303,195674112,195674112,762441720.6153846,0.19534532052248094,0.27631248430042704,71.37161935862011,71.64793184292054
dtw.cpp,665360,1,16,24576,24576,24576.0,6105088,165976736,85555388.3076923,958464,3336660144,0.0002871700192774093,0.9997128299807226,195674112,195674112,762441720.6153846,0.19534532052248094,0.0048982667671439335,17.052128714911454,17.057026981678597
spmv.c,665360,2,1,262144,262144,262144.0,5842944,165714592,85293244.3076923,10223616,3326436528,0.0030640267689186628,0.9969359732310813,195674112,195674112,762441720.6153846,0.19534532052248094,0.052248178849535296,16.99988053606192,17.052128714911454
conv.c,3276800,4,1,1310720,1310720,1310720.0,4194304,152722432,78458368.0,10485760,627666944,0.01643142767283487,0.9835685723271651,195674112,195674112,762441720.6153846,0.19534532052248094,0.05358787574311312,3.20771581679645,3.261303692539563
mvt.c,163840,4,1,12288,12288,12288.0,6129664,169083648,87624576.0,1966080,14019932160,0.00014021496707139133,0.9998597850329286,195674112,195674112,762441720.6153846,0.19534532052248094,0.01004772670183371,71.6493971363979,71.65944486309972
gemm.c,3276800,1,16,4194304,4194304,4194304.0,0,148528128,74264064.0,33554432,594112512,0.05345897584818486,0.9465410241518152,195674112,195674112,762441720.6153846,0.19534532052248094,0.171481202377962,3.036234614418488,3.20771581679645
relu+histogram.c,163840,1,1,524288,524288,524288.0,6141952,169095936,87636864.0,83886080,14021898240,0.005946927735245565,0.9940530722647545,195674112,195674112,762441720.6153846,0.19534532052248094,0.42870300594490496,71.65944486309972,72.08814786904463
