Kernel_Name,Arrive_Period,Unroll_Factor,Vector_Factor,fastest_execution_duration,slowest_execution_duration,Average_Execution_duration,fastest_waiting_duration,slowest_waiting_duration,Average_Waiting_duration,Total_Execution_duration,Total_Waiting_duration,Execution_duration Ratio,Waiting_duration Ratio,Overall_Case_Latency,Overall_Execution,Sum_Average_Waiting_duration,CGRA_Utilization,Total_Execution_duration Ratio,Total_Waiting_duration Ratio,Total_Latency Ratio
fir.cpp,327680,1,16,1024,2048,1072.7619047619048,296448,10414336,5821488.761904762,22528,122251264,0.00018424226182500334,0.999815757738175,17658880,498803940,49191399.22597403,0.9936457527946909,0.0012757320962597854,6.922934183821398,6.9242099159176576
latnrm.c,327680,4,1,1280,1280,1280.0,297472,10415360,5822488.380952381,26880,122272256,0.00021978896073313224,0.9997802110392668,17658880,498803940,49191399.22597403,0.9936457527946909,0.001522180342128153,6.9241229341838215,6.92564511452595
fft.c,327680,1,16,28160,225280,119020.0,262144,10541568,5215870.0,15234560,667631360,0.022309738345120518,0.9776902616548795,17658880,498803940,49191399.22597403,0.9936457527946909,0.8627138300956799,37.8071180052189,38.66983183531458
dtw.cpp,819200,1,16,6144,24576,12397.714285714286,290304,10579200,5156141.714285715,694272,288743936,0.0023986881510819746,0.997601311848918,17658880,498803940,49191399.22597403,0.9936457527946909,0.0393157436938243,16.351203247318065,16.390518991011888
spmv.c,819200,4,1,212992,212992,212992.0,290304,10305024,5650090.666666667,1916928,50850816,0.036327647435524246,0.9636723525644757,17658880,498803940,49191399.22597403,0.9936457527946909,0.10855320382719628,2.879617280371122,2.9881704841983185
conv.c,6553600,4,1,819200,983040,901120.0,0,10286080,5143040.0,1802240,10286080,0.1490893689114782,0.8509106310885218,17658880,498803940,49191399.22597403,0.9936457527946909,0.10205856770078284,0.5824876775877066,0.6845462452884894
mvt.c,204800,4,1,20480,36864,21870.157575757577,296448,10925568,6087411.587878788,3608576,1004422912,0.003579824681032186,0.9964201753189678,17658880,498803940,49191399.22597403,0.9936457527946909,0.20434908669179472,56.87919686865758,57.08354595534938
gemm.c,5242880,1,16,262144,2097152,1142198.857142857,0,8861952,4367853.714285715,15990784,61149952,0.2072936405481016,0.7927063594518984,17658880,498803940,49191399.22597403,0.9936457527946909,0.9055378370542186,3.4628443026964337,4.368382139750652
relu+histogram.c,204800,4,1,262144,458752,288031.92727272725,296448,10657792,5927014.4,47525268,977957376,0.04634429288303001,0.95365570711697,17658880,498803940,49191399.22597403,0.9936457527946909,2.6912957107132502,55.380487097709484,58.07178280842273
fft.c,327680,1,16,28160,225280,119020.0,262144,10541568,5215870.0,15234560,667631360,0.022309738345120518,0.9776902616548795,17658880,498803940,49191399.22597403,0.9936457527946909,0.8627138300956799,37.8071180052189,38.66983183531458
dtw.cpp,819200,1,16,6144,24576,12397.714285714286,290304,10579200,5156141.714285715,694272,288743936,0.0023986881510819746,0.997601311848918,17658880,498803940,49191399.22597403,0.9936457527946909,0.0393157436938243,16.351203247318065,16.390518991011888
fft.c,327680,1,16,28160,225280,119020.0,262144,10541568,5215870.0,15234560,667631360,0.022309738345120518,0.9776902616548795,17658880,498803940,49191399.22597403,0.9936457527946909,0.8627138300956799,37.8071180052189,38.66983183531458
dtw.cpp,819200,1,16,6144,24576,12397.714285714286,290304,10579200,5156141.714285715,694272,288743936,0.0023986881510819746,0.997601311848918,17658880,498803940,49191399.22597403,0.9936457527946909,0.0393157436938243,16.351203247318065,16.390518991011888
fft.c,327680,1,16,28160,225280,119020.0,262144,10541568,5215870.0,15234560,667631360,0.022309738345120518,0.9776902616548795,17658880,498803940,49191399.22597403,0.9936457527946909,0.8627138300956799,37.8071180052189,38.66983183531458
dtw.cpp,819200,1,16,6144,24576,12397.714285714286,290304,10579200,5156141.714285715,694272,288743936,0.0023986881510819746,0.997601311848918,17658880,498803940,49191399.22597403,0.9936457527946909,0.0393157436938243,16.351203247318065,16.390518991011888
fft.c,327680,1,16,28160,225280,119020.0,262144,10541568,5215870.0,15234560,667631360,0.022309738345120518,0.9776902616548795,17658880,498803940,49191399.22597403,0.9936457527946909,0.8627138300956799,37.8071180052189,38.66983183531458
dtw.cpp,819200,1,16,6144,24576,12397.714285714286,290304,10579200,5156141.714285715,694272,288743936,0.0023986881510819746,0.997601311848918,17658880,498803940,49191399.22597403,0.9936457527946909,0.0393157436938243,16.351203247318065,16.390518991011888
fft.c,327680,1,16,28160,225280,119020.0,262144,10541568,5215870.0,15234560,667631360,0.022309738345120518,0.9776902616548795,17658880,498803940,49191399.22597403,0.9936457527946909,0.8627138300956799,37.8071180052189,38.66983183531458
dtw.cpp,819200,1,16,6144,24576,12397.714285714286,290304,10579200,5156141.714285715,694272,288743936,0.0023986881510819746,0.997601311848918,17658880,498803940,49191399.22597403,0.9936457527946909,0.0393157436938243,16.351203247318065,16.390518991011888
gemm.c,5242880,1,16,262144,2097152,1142198.857142857,0,8861952,4367853.714285715,15990784,61149952,0.2072936405481016,0.7927063594518984,17658880,498803940,49191399.22597403,0.9936457527946909,0.9055378370542186,3.4628443026964337,4.368382139750652
gemm.c,5242880,1,16,262144,2097152,1142198.857142857,0,8861952,4367853.714285715,15990784,61149952,0.2072936405481016,0.7927063594518984,17658880,498803940,49191399.22597403,0.9936457527946909,0.9055378370542186,3.4628443026964337,4.368382139750652
gemm.c,5242880,1,16,262144,2097152,1142198.857142857,0,8861952,4367853.714285715,15990784,61149952,0.2072936405481016,0.7927063594518984,17658880,498803940,49191399.22597403,0.9936457527946909,0.9055378370542186,3.4628443026964337,4.368382139750652
gemm.c,5242880,1,16,262144,2097152,1142198.857142857,0,8861952,4367853.714285715,15990784,61149952,0.2072936405481016,0.7927063594518984,17658880,498803940,49191399.22597403,0.9936457527946909,0.9055378370542186,3.4628443026964337,4.368382139750652
gemm.c,5242880,1,16,262144,2097152,1142198.857142857,0,8861952,4367853.714285715,15990784,61149952,0.2072936405481016,0.7927063594518984,17658880,498803940,49191399.22597403,0.9936457527946909,0.9055378370542186,3.4628443026964337,4.368382139750652
gemm.c,5242880,1,16,262144,2097152,1142198.857142857,0,8861952,4367853.714285715,15990784,61149952,0.2072936405481016,0.7927063594518984,17658880,498803940,49191399.22597403,0.9936457527946909,0.9055378370542186,3.4628443026964337,4.368382139750652
fft.c,327680,1,16,28160,225280,119020.0,262144,10541568,5215870.0,15234560,667631360,0.022309738345120518,0.9776902616548795,17658880,498803940,49191399.22597403,0.9936457527946909,0.8627138300956799,37.8071180052189,38.66983183531458
dtw.cpp,819200,1,16,6144,24576,12397.714285714286,290304,10579200,5156141.714285715,694272,288743936,0.0023986881510819746,0.997601311848918,17658880,498803940,49191399.22597403,0.9936457527946909,0.0393157436938243,16.351203247318065,16.390518991011888
fft.c,327680,1,16,28160,225280,119020.0,262144,10541568,5215870.0,15234560,667631360,0.022309738345120518,0.9776902616548795,17658880,498803940,49191399.22597403,0.9936457527946909,0.8627138300956799,37.8071180052189,38.66983183531458
dtw.cpp,819200,1,16,6144,24576,12397.714285714286,290304,10579200,5156141.714285715,694272,288743936,0.0023986881510819746,0.997601311848918,17658880,498803940,49191399.22597403,0.9936457527946909,0.0393157436938243,16.351203247318065,16.390518991011888
relu+histogram.c,204800,4,1,262144,458752,288031.92727272725,296448,10657792,5927014.4,47525268,977957376,0.04634429288303001,0.95365570711697,17658880,498803940,49191399.22597403,0.9936457527946909,2.6912957107132502,55.380487097709484,58.07178280842273
relu+histogram.c,204800,4,1,262144,458752,288031.92727272725,296448,10657792,5927014.4,47525268,977957376,0.04634429288303001,0.95365570711697,17658880,498803940,49191399.22597403,0.9936457527946909,2.6912957107132502,55.380487097709484,58.07178280842273
relu+histogram.c,204800,4,1,262144,458752,288031.92727272725,296448,10657792,5927014.4,47525268,977957376,0.04634429288303001,0.95365570711697,17658880,498803940,49191399.22597403,0.9936457527946909,2.6912957107132502,55.380487097709484,58.07178280842273
relu+histogram.c,204800,4,1,262144,458752,288031.92727272725,296448,10657792,5927014.4,47525268,977957376,0.04634429288303001,0.95365570711697,17658880,498803940,49191399.22597403,0.9936457527946909,2.6912957107132502,55.380487097709484,58.07178280842273
mvt.c,204800,4,1,20480,36864,21870.157575757577,296448,10925568,6087411.587878788,3608576,1004422912,0.003579824681032186,0.9964201753189678,17658880,498803940,49191399.22597403,0.9936457527946909,0.20434908669179472,56.87919686865758,57.08354595534938
mvt.c,204800,4,1,20480,36864,21870.157575757577,296448,10925568,6087411.587878788,3608576,1004422912,0.003579824681032186,0.9964201753189678,17658880,498803940,49191399.22597403,0.9936457527946909,0.20434908669179472,56.87919686865758,57.08354595534938
mvt.c,204800,4,1,20480,36864,21870.157575757577,296448,10925568,6087411.587878788,3608576,1004422912,0.003579824681032186,0.9964201753189678,17658880,498803940,49191399.22597403,0.9936457527946909,0.20434908669179472,56.87919686865758,57.08354595534938
mvt.c,204800,4,1,20480,36864,21870.157575757577,296448,10925568,6087411.587878788,3608576,1004422912,0.003579824681032186,0.9964201753189678,17658880,498803940,49191399.22597403,0.9936457527946909,0.20434908669179472,56.87919686865758,57.08354595534938
