Kernel_Name,Arrive_Period,Unroll_Factor,Vector_Factor,fastest_execution_duration,slowest_execution_duration,Average_Execution_duration,fastest_waiting_duration,slowest_waiting_duration,Average_Waiting_duration,Total_Execution_duration,Total_Waiting_duration,Execution_duration Ratio,Waiting_duration Ratio,Overall_Case_Latency,Overall_Execution,Sum_Average_Waiting_duration,CGRA_Utilization,checked_num_kernel,waiting_time_nolap,Total_Execution_duration Ratio,Total_Waiting_duration Ratio,Total_Latency Ratio
fir.cpp,81920,1,1,4096,4096,4096.0,100864,24486912,12624604.8,1310720,4039873536,0.00032434056874639075,0.9996756594312536,51685376,452219616,111325372.8,0.9893918155882236,100,50639872,0.025359591076593888,78.16279668740341,78.18815627848001
latnrm.c,81920,1,1,2560,2560,2560.0,98304,24484352,12622083.2,819200,4039066624,0.0002027780080153077,0.9997972219919847,51685376,452219616,111325372.8,0.9893918155882236,100,50639872,0.01584974442287118,78.14718468914688,78.16303443356976
fft.c,81920,1,1,337920,450560,449397.5,0,24433664,12520651.2,143807200,4006608384,0.03464886758675008,0.9653511324132499,51685376,452219616,111325372.8,0.9893918155882236,100,50639872,2.7823576247176764,77.51918809684194,80.30154572155962
dtw.cpp,327680,1,1,49152,49152,49152.0,0,24425984,12516915.2,3932160,1001353216,0.003911486324058493,0.9960885136759415,51685376,452219616,111325372.8,0.9893918155882236,100,50639872,0.07607877322978167,19.374014344018704,19.450093117248485
spmv.c,327680,1,1,262144,262144,262144.0,0,24375296,12474905.6,20971520,997992448,0.020581218432249804,0.9794187815677502,51685376,452219616,111325372.8,0.9893918155882236,100,50639872,0.4057534572255022,19.308990767523873,19.714744224749374
conv.c,1638400,1,1,1310720,1966080,1925120.0,0,23132672,11772192.0,30801920,188355072,0.14054728402185773,0.8594527159781423,51685376,452219616,111325372.8,0.9893918155882236,100,50639872,0.5959503902999564,3.644262392518921,4.240212782818877
mvt.c,81920,1,1,32768,49152,49049.6,49152,24475136,12586529.6,15695872,4027689472,0.003881863998763112,0.9961181360012369,51685376,452219616,111325372.8,0.9893918155882236,100,50639872,0.3036811031422118,77.927061457384,78.23074256052621
gemm.c,1638400,1,1,4194304,4194304,4194304.0,0,22915072,11579008.0,67108864,185264128,0.2659114331853703,0.7340885668146296,51685376,452219616,111325372.8,0.9893918155882236,100,50639872,1.2984110631216073,3.5844593255933748,4.882870388714982
relu+histogram.c,81920,1,1,524288,524288,524288.0,104960,24491008,12628483.2,167772160,4041114624,0.03986140958644518,0.9601385904135549,51685376,452219616,111325372.8,0.9893918155882236,100,50639872,3.2460276578040177,78.18680905020406,81.43283670800808
