Kernel_Name,Arrive_Period,Unroll_Factor,Vector_Factor,fastest_execution_duration,slowest_execution_duration,Average_Execution_duration,fastest_waiting_duration,slowest_waiting_duration,Average_Waiting_duration,Total_Execution_duration,Total_Waiting_duration,Execution_duration Ratio,Waiting_duration Ratio,Overall_Case_Latency,Overall_Execution,Sum_Average_Waiting_duration,CGRA_Utilization,Total_Execution_duration Ratio,Total_Waiting_duration Ratio,Total_Latency Ratio
fir.cpp,327680,1,16,2048,2048,2048.0,0,2141440,1252266.6666666667,43008,26297600,0.0016327641336145316,0.9983672358663854,9605120,860053760,10502626.492352093,0.9454707489339019,0.004477611940298508,2.737873134328358,2.7423507462686567
latnrm.c,327680,4,1,1280,1280,1280.0,0,2143488,1253717.3333333333,26880,26328064,0.0010199224858910723,0.9989800775141089,9605120,860053760,10502626.492352093,0.9454707489339019,0.002798507462686567,2.741044776119403,2.7438432835820894
fft.c,327680,1,16,225280,225280,225280.0,0,2211840,1212348.0,28835840,155180544,0.15670256839738791,0.8432974316026121,9605120,860053760,10502626.492352093,0.9454707489339019,3.002132196162047,16.156023454157783,19.15815565031983
dtw.cpp,819200,1,16,24576,24576,24576.0,0,2247936,1212928.0,1376256,67923968,0.01985932974762102,0.9801406702523789,9605120,860053760,10502626.492352093,0.9454707489339019,0.14328358208955225,7.071641791044776,7.214925373134329
spmv.c,819200,4,1,212992,212992,212992.0,0,2071808,1190798.2222222222,1916928,10717184,0.1517263738045064,0.8482736261954936,9605120,860053760,10502626.492352093,0.9454707489339019,0.1995735607675906,1.1157782515991472,1.3153518123667378
conv.c,6553600,4,1,983040,983040,983040.0,0,2068480,1034240.0,1966080,2068480,0.4873096446700508,0.5126903553299492,9605120,860053760,10502626.492352093,0.9454707489339019,0.2046908315565032,0.21535181236673773,0.4200426439232409
mvt.c,204800,4,1,36864,36864,36864.0,0,2331136,1345857.1636363636,6082560,222066432,0.026660472819445988,0.973339527180554,9605120,860053760,10502626.492352093,0.9454707489339019,0.6332622601279317,23.119589552238807,23.75285181236674
gemm.c,5242880,1,16,2097152,2097152,2097152.0,0,1488128,714057.1428571428,29360128,9996800,0.7459964354941524,0.2540035645058476,9605120,860053760,10502626.492352093,0.9454707489339019,3.056716417910448,1.040778251599147,4.097494669509595
relu+histogram.c,204800,4,1,458752,458752,458752.0,0,2274560,1286413.9636363636,75694080,212258304,0.2628701278611397,0.7371298721388603,9605120,860053760,10502626.492352093,0.9454707489339019,7.880597014925373,22.098454157782516,29.97905117270789
fft.c,327680,1,16,225280,225280,225280.0,0,2211840,1212348.0,28835840,155180544,0.15670256839738791,0.8432974316026121,9605120,860053760,10502626.492352093,0.9454707489339019,3.002132196162047,16.156023454157783,19.15815565031983
dtw.cpp,819200,1,16,24576,24576,24576.0,0,2247936,1212928.0,1376256,67923968,0.01985932974762102,0.9801406702523789,9605120,860053760,10502626.492352093,0.9454707489339019,0.14328358208955225,7.071641791044776,7.214925373134329
fft.c,327680,1,16,225280,225280,225280.0,0,2211840,1212348.0,28835840,155180544,0.15670256839738791,0.8432974316026121,9605120,860053760,10502626.492352093,0.9454707489339019,3.002132196162047,16.156023454157783,19.15815565031983
dtw.cpp,819200,1,16,24576,24576,24576.0,0,2247936,1212928.0,1376256,67923968,0.01985932974762102,0.9801406702523789,9605120,860053760,10502626.492352093,0.9454707489339019,0.14328358208955225,7.071641791044776,7.214925373134329
